workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,verb
4740,Experiment Group,,13,,,long,0.37,服务员想知道售票员怀疑演说家为什么欺骗了建筑工人。,113012,24,怀疑,adj,,01
4740,Experiment Group,,,,,,0.99,校长遇到了扛着箱子的维修员。,900018,25,,,,01
4740,Experiment Group,,,,,,0.92,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,26,,,,02
4740,Experiment Group,,1,,,short,0.97,老师想知道学生为什么认为修理工打了快递员。,101121,27,认为,adj,,12
4740,Experiment Group,,23,,,long,0.12,园丁想知道水管工认同焊工为什么训斥了清洁工。,123112,28,认同,adj,,11
4740,Experiment Group,,,,,,0.04,领导自己的烦恼向倾诉朋友。,900009,29,,,,00
4740,Experiment Group,,10,,,long,0.8,导游想知道外国人怀疑保安袭击了谁。,210012,30,怀疑,arg,,01
4740,Experiment Group,,,,,,0.87,国家领导人批准干部可以离职翻译官。,900014,31,,,,01
4740,Experiment Group,,18,,,short,0.09,船长想知道建筑师为什么抱怨飞行员责备了经济学家。,118041,32,抱怨,adj,,04
4740,Experiment Group,,,,,,0.82,广告商邀请客户参加在西餐厅举办的宴会。,900028,33,,,,02
4740,Experiment Group,,,,,,0.03,学生自己的问题向提出老师。,900010,34,,,,01
4740,Experiment Group,,31,,,short,0.16,心理学家想知道谁认为保姆讨好了理发师。,231121,35,认为,arg,,12
4740,Experiment Group,,2,,,short,0.09,法官想知道谁坚称警察审问了学生。,202021,36,坚称,arg,,02
4740,Experiment Group,,,,,,0.85,村长不想见买了卡车的村民。,900022,37,,,,02
4740,Experiment Group,,15,,,long,0.2,主持人想知道学者认为政府官员为什么批评了总统候选人。,115122,38,认为,adj,,12
4740,Experiment Group,,26,,,long,0.2,制片人想知道健身教练认为化妆师监视了谁。,226122,39,认为,arg,,12
4740,Experiment Group,,,,,,0.13,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,40,,,,00
4740,Experiment Group,,,,,,0.9,部长没见过吃了包子的大学生。,900021,41,,,,02
4740,Experiment Group,,,,,,0.08,农业专家相信天文学家可以退休物理学家。,900016,42,,,,01
4740,Experiment Group,,8,,,short,0.13,侦探想知道谁抱怨飞行员羞辱了卡车司机。,208041,43,抱怨,arg,,04
4740,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,900032,44,,,,03
4740,Experiment Group,,11,,,short,0.96,政客想知道医生为什么坚称护士推倒了男孩。,111021,45,坚称,adj,,02
4740,Experiment Group,,,,,,0.14,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,46,,,,00
4740,Experiment Group,,12,,,short,0.21,包工头想知道和尚为什么保证播音员打伤了算命先生。,112071,47,保证,adj,,07
4740,Experiment Group,,,,,,0.15,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,48,,,,00
4740,Experiment Group,,,,,,0.97,顾问没注意到端着盘子的阿姨。,900023,49,,,,02
4740,Experiment Group,,,,,,0.08,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,50,,,,00
4740,Experiment Group,,30,,,long,0.02,舞蹈老师想知道实习生抱怨歌手为什么赞美了剧作家。,130042,51,抱怨,adj,,04
4740,Experiment Group,,,,,,0.12,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,52,,,,00
4740,Experiment Group,,21,,,short,0.1,省长想知道谁保证小报记者采访了税务员。,221071,53,保证,arg,,07
4740,Experiment Group,,,,,,0.01,助理自己的缺点向指出经理。,900011,54,,,,01
4740,Experiment Group,,16,,,short,0.42,大学生想知道记者为什么猜音乐老师夸赞了歌手。,116131,55,猜,adj,,13
4740,Experiment Group,,,,,,0.94,冯阿姨瞧见了背着书包的中学生。,900017,56,,,,01
4740,Experiment Group,,20,,,long,0.08,售货员想知道作曲家保证摄影师指责了谁。,220072,57,保证,arg,,07
4740,Experiment Group,,,,,,0.94,交警在马路边提醒行人要注意安全。,900029,58,,,,02
4740,Experiment Group,,,,,,0.87,魏老师看到了看了报告的研究生。,900019,59,,,,01
4740,Experiment Group,,17,,,long,0.38,会计想知道演员坚称编辑邀请了谁。,217022,60,坚称,arg,,02
4740,Experiment Group,,,,,,0.15,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,61,,,,00
4740,Experiment Group,,24,,,long,0.99,仓库管理员想知道采购员认同保险代理人挖苦了谁。,224112,62,认同,arg,,11
4740,Experiment Group,,,,,,0.13,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,63,,,,00
4740,Experiment Group,,29,,,long,0.24,编辑想知道法务顾问保证杂技演员为什么抚养了小女孩。,129072,64,保证,adj,,07
4816,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4816,Experiment Group,,,practice_bad,practice_bad,,0.36,,,0,,,0,
4816,Experiment Group,,22,,,short,0.84,顾问想知道谁承认生物学家嘲讽了哲学家。,222051,1,承认,arg,,05
4816,Experiment Group,,14,,,long,1,英语老师想知道工程师否认中学生为什么举报了店员。,114032,2,否认,adj,,03
4816,Experiment Group,,,,,,0.89,装修师傅不想见到吃了汉堡的小女孩。,900024,3,,,,02
4816,Experiment Group,,,,,,1,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,4,,,,00
4816,Experiment Group,,,,,,0.93,教导主任鼓励学生们追求自己的梦想。,900030,5,,,,03
4816,Experiment Group,,8,,,short,0.78,侦探想知道售货员为什么坚称飞行员羞辱了卡车司机。,108021,6,坚称,adj,,02
4816,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,900028,7,,,,02
4816,Experiment Group,,,,,,0.33,学生自己的问题向提出老师。,900010,8,,,,01
4816,Experiment Group,,6,,,long,0.99,检察官想知道教练员否认音乐家开除了谁。,206032,9,否认,arg,,03
4816,Experiment Group,,27,,,long,1,法医想知道业务员透露罪犯谋害了谁。,227082,10,透露,arg,,08
4816,Experiment Group,,,,,,1,教授认识修了桌子的工人。,900020,11,,,,02
4816,Experiment Group,,23,,,short,0.89,园丁想知道谁证实焊工训斥了清洁工。,223091,12,证实,arg,,09
4816,Experiment Group,,9,,,short,1,将军想知道间谍为什么猜士兵跟踪了总统。,109131,13,猜,adj,,13
4816,Experiment Group,,,,,,0.09,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,14,,,,00
4816,Experiment Group,,,,,,0.18,领导自己的烦恼向倾诉朋友。,900009,15,,,,00
4816,Experiment Group,,,,,,0.27,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,16,,,,00
4816,Experiment Group,,32,,,long,0.62,助手想知道军官认为老师为什么出卖了水手。,132122,17,认为,adj,,12
4816,Experiment Group,,,,,,0.96,运动员的姐姐向老师请教了一个问题。,900026,18,,,,02
4816,Experiment Group,,,,,,0.85,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,19,,,,00
4816,Experiment Group,,15,,,long,0.87,主持人想知道学者坚称政府官员批评了谁。,215022,20,坚称,arg,,02
4816,Experiment Group,,13,,,long,0.99,服务员想知道售票员抱怨演说家欺骗了谁。,213042,21,抱怨,arg,,04
4816,Experiment Group,,,,,,0.24,农业专家相信天文学家可以退休物理学家。,900016,22,,,,01
4816,Experiment Group,,18,,,long,0.57,船长想知道建筑师承认飞行员责备了谁。,218052,23,承认,arg,,05
4816,Experiment Group,,12,,,short,0.81,包工头想知道和尚为什么证实播音员打伤了算命先生。,112091,24,证实,adj,,09
4816,Experiment Group,,,,,,0.39,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,25,,,,02
4816,Experiment Group,,,,,,1,助理自己的缺点向指出经理。,900011,26,,,,01
4816,Experiment Group,,,,,,0.84,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,27,,,,00
4816,Experiment Group,,3,,,long,1,经理想知道厨师猜服务员接待了谁。,203132,28,猜,arg,,13
4816,Experiment Group,,24,,,short,0.29,仓库管理员想知道谁坚称保险代理人挖苦了模特。,224021,29,坚称,arg,,02
4816,Experiment Group,,,,,,0.21,队员们自己的优势向隐瞒对手。,900012,30,,,,01
4816,Experiment Group,,31,,,short,0.67,心理学家想知道大学生为什么抱怨保姆讨好了理发师。,131041,31,抱怨,adj,,04
4816,Experiment Group,,,,,,0.47,村长不想见买了卡车的村民。,900022,32,,,,02
4816,Experiment Group,,20,,,short,0.7,售货员想知道谁否认摄影师指责了心理医生。,220031,33,否认,arg,,03
4816,Experiment Group,,,,,,0.76,基金管理员期待顾客可以成功历史学家。,900013,34,,,,01
4816,Experiment Group,,28,,,long,0.96,丞相想知道皇上透露将军为什么威胁了大臣。,128082,35,透露,adj,,08
4816,Experiment Group,,25,,,long,1,美容师想知道房东认为营养师吓唬了谁。,225122,36,认为,arg,,12
4816,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,900031,37,,,,03
4816,Experiment Group,,,,,,1,魏老师看到了看了报告的研究生。,900019,38,,,,01
4816,Experiment Group,,5,,,short,0.89,市长想知道议员为什么认为艺术家联系了毒枭。,105121,39,认为,adj,,12
4816,Experiment Group,,,,,,0.4,部长没见过吃了包子的大学生。,900021,40,,,,02
4816,Experiment Group,,4,,,short,0.79,教授想知道谁猜秘书批评了运动员。,204131,41,猜,arg,,13
4816,Experiment Group,,21,,,short,0.95,省长想知道药剂师为什么承认小报记者采访了税务员。,121051,42,承认,adj,,05
4816,Experiment Group,,,,,,0.18,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,43,,,,00
4816,Experiment Group,,19,,,long,1,经理想知道道士证实和尚夸奖了谁。,219092,44,证实,arg,,09
4816,Experiment Group,,16,,,short,1,大学生想知道谁透露音乐老师夸赞了歌手。,216081,45,透露,arg,,08
4816,Experiment Group,,,,,,0.62,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,46,,,,00
4816,Experiment Group,,29,,,long,1,编辑想知道法务顾问坚称杂技演员为什么抚养了小女孩。,129022,47,坚称,adj,,02
4816,Experiment Group,,2,,,short,0.68,法官想知道谁认为警察审问了学生。,202121,48,认为,arg,,12
4816,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,900018,49,,,,01
4816,Experiment Group,,11,,,long,1,政客想知道医生承认护士为什么推倒了男孩。,111052,50,承认,adj,,05
4816,Experiment Group,,,,,,0.81,文艺评论家怀疑编辑可以偷懒教授。,900015,51,,,,01
4816,Experiment Group,,,,,,0.45,交警在马路边提醒行人要注意安全。,900029,52,,,,02
4816,Experiment Group,,,,,,0.43,保姆想知道老爷爷午饭到底吃了些什么。,900032,53,,,,03
4816,Experiment Group,,7,,,short,0.85,村长想知道谁抱怨电工无视了领导。,207041,54,抱怨,arg,,04
4816,Experiment Group,,,,,,0.82,国家领导人批准干部可以离职翻译官。,900014,55,,,,01
4816,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,900027,56,,,,02
4816,Experiment Group,,17,,,long,1,会计想知道演员猜编辑为什么邀请了神父。,117132,57,猜,adj,,13
4816,Experiment Group,,30,,,long,1,舞蹈老师想知道实习生证实歌手为什么赞美了剧作家。,130092,58,证实,adj,,09
4816,Experiment Group,,,,,,0.19,冯阿姨瞧见了背着书包的中学生。,900017,59,,,,01
4816,Experiment Group,,1,,,long,0.19,老师想知道学生抱怨修理工为什么打了快递员。,101042,60,抱怨,adj,,04
4816,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,900023,61,,,,02
4816,Experiment Group,,26,,,short,0.77,制片人想知道健身教练为什么透露化妆师监视了调酒师。,126081,62,透露,adj,,08
4816,Experiment Group,,10,,,short,0.59,导游想知道外国人为什么否认保安袭击了商贩。,110031,63,否认,adj,,03
4816,Experiment Group,,,,,,0.08,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,64,,,,00
4721,Experiment Group,,,practice_good,practice_good,,0.99,,,0,,,0,
4721,Experiment Group,,,practice_bad,practice_bad,,0.16,,,0,,,0,
4721,Experiment Group,,,,,,0.16,国家领导人批准干部可以离职翻译官。,900014,1,,,,01
4721,Experiment Group,,20,,,long,0.19,售货员想知道作曲家认同摄影师指责了谁。,220112,2,认同,arg,,11
4721,Experiment Group,,24,,,long,0.13,仓库管理员想知道采购员说保险代理人为什么挖苦了模特。,124142,3,说,adj,,14
4721,Experiment Group,,,,,,0.9,运动员的姐姐向老师请教了一个问题。,900026,4,,,,02
4721,Experiment Group,,29,,,short,0.76,编辑想知道谁证实杂技演员抚养了小女孩。,229091,5,证实,arg,,09
4721,Experiment Group,,6,,,long,0.28,检察官想知道教练员认为音乐家为什么开除了保镖。,106122,6,认为,adj,,12
4721,Experiment Group,,,,,,0.92,村长不想见买了卡车的村民。,900022,7,,,,02
4721,Experiment Group,,11,,,long,0.23,政客想知道医生认同护士为什么推倒了男孩。,111112,8,认同,adj,,11
4721,Experiment Group,,17,,,long,0.19,会计想知道演员证实编辑邀请了谁。,217092,9,证实,arg,,09
4721,Experiment Group,,,,,,0.99,教导主任鼓励学生们追求自己的梦想。,900030,10,,,,03
4721,Experiment Group,,22,,,short,0.72,顾问想知道外交官为什么认同生物学家嘲讽了哲学家。,122111,11,认同,adj,,11
4721,Experiment Group,,32,,,short,0.94,助手想知道军官为什么认为老师出卖了水手。,132121,12,认为,adj,,12
4721,Experiment Group,,,,,,0.95,广告商邀请客户参加在西餐厅举办的宴会。,900028,13,,,,02
4721,Experiment Group,,14,,,long,0.32,英语老师想知道工程师抱怨中学生举报了谁。,214042,14,抱怨,arg,,04
4721,Experiment Group,,27,,,long,0.57,法医想知道业务员认为罪犯谋害了谁。,227122,15,认为,arg,,12
4721,Experiment Group,,,,,,0.41,魏老师看到了看了报告的研究生。,900019,16,,,,01
4721,Experiment Group,,,,,,0.08,学生自己的问题向提出老师。,900010,17,,,,01
4721,Experiment Group,,,,,,0.95,保姆想知道老爷爷午饭到底吃了些什么。,900032,18,,,,03
4721,Experiment Group,,,,,,0.79,部长没见过吃了包子的大学生。,900021,19,,,,02
4721,Experiment Group,,31,,,long,0.29,心理学家想知道大学生抱怨保姆为什么讨好了理发师。,131042,20,抱怨,adj,,04
4721,Experiment Group,,,,,,0.93,顾问没注意到端着盘子的阿姨。,900023,21,,,,02
4721,Experiment Group,,1,,,short,0.28,老师想知道谁接受修理工打了快递员。,201061,22,接受,arg,,06
4721,Experiment Group,,,,,,0.03,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,23,,,,00
4721,Experiment Group,,26,,,short,0.25,制片人想知道谁保证化妆师监视了调酒师。,226071,24,保证,arg,,07
4721,Experiment Group,,,,,,0.05,基金管理员期待顾客可以成功历史学家。,900013,25,,,,01
4721,Experiment Group,,7,,,long,0.14,村长想知道农民证实电工为什么无视了领导。,107092,26,证实,adj,,09
4721,Experiment Group,,18,,,short,0.65,船长想知道谁透露飞行员责备了经济学家。,218081,27,透露,arg,,08
4721,Experiment Group,,,,,,0.85,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,28,,,,00
4721,Experiment Group,,,,,,0.05,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,29,,,,00
4721,Experiment Group,,4,,,long,0.99,教授想知道工程师透露秘书批评了谁。,204082,30,透露,arg,,08
4721,Experiment Group,,28,,,short,0.9,丞相想知道皇上为什么抱怨将军威胁了大臣。,128041,31,抱怨,adj,,04
4721,Experiment Group,,,,,,0.94,冯阿姨瞧见了背着书包的中学生。,900017,32,,,,01
4721,Experiment Group,,12,,,long,0.05,包工头想知道和尚透露播音员为什么打伤了算命先生。,112082,33,透露,adj,,08
4721,Experiment Group,,,,,,0.05,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,34,,,,00
4721,Experiment Group,,13,,,short,0.82,服务员想知道售票员为什么说演说家欺骗了建筑工人。,113141,35,说,adj,,14
4721,Experiment Group,,8,,,long,0.04,侦探想知道售货员保证飞行员羞辱了谁。,208072,36,保证,arg,,07
4721,Experiment Group,,,,,,0.9,校长遇到了扛着箱子的维修员。,900018,37,,,,01
4721,Experiment Group,,,,,,0.06,文艺评论家怀疑编辑可以偷懒教授。,900015,38,,,,01
4721,Experiment Group,,2,,,short,0.1,法官想知道律师为什么接受警察审问了学生。,102061,39,接受,adj,,06
4721,Experiment Group,,,,,,0.85,装修师傅不想见到吃了汉堡的小女孩。,900024,40,,,,02
4721,Experiment Group,,19,,,long,0.14,经理想知道道士说和尚夸奖了谁。,219142,41,说,arg,,14
4721,Experiment Group,,10,,,long,0.11,导游想知道外国人接受保安为什么袭击了商贩。,110062,42,接受,adj,,06
4721,Experiment Group,,,,,,0.02,农业专家相信天文学家可以退休物理学家。,900016,43,,,,01
4721,Experiment Group,,16,,,short,0.08,大学生想知道记者为什么保证音乐老师夸赞了歌手。,116071,44,保证,adj,,07
4721,Experiment Group,,5,,,short,0.28,市长想知道谁认同艺术家联系了毒枭。,205111,45,认同,arg,,11
4721,Experiment Group,,,,,,0.95,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,46,,,,02
4721,Experiment Group,,,,,,0.05,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,47,,,,00
4721,Experiment Group,,21,,,short,0.22,省长想知道药剂师为什么透露小报记者采访了税务员。,121081,48,透露,adj,,08
4721,Experiment Group,,,,,,0.05,助理自己的缺点向指出经理。,900011,49,,,,01
4721,Experiment Group,,30,,,short,0.18,舞蹈老师想知道实习生为什么证实歌手赞美了剧作家。,130091,50,证实,adj,,09
4721,Experiment Group,,3,,,short,0.39,经理想知道谁认为服务员接待了乞丐。,203121,51,认为,arg,,12
4721,Experiment Group,,,,,,0.05,领导自己的烦恼向倾诉朋友。,900009,52,,,,00
4721,Experiment Group,,,,,,0.75,教授认识修了桌子的工人。,900020,53,,,,02
4721,Experiment Group,,,,,,0.97,外科医生鼓励病人多锻炼身体。,900027,54,,,,02
4721,Experiment Group,,25,,,short,0.85,美容师想知道谁说营养师吓唬了快餐店员。,225141,55,说,arg,,14
4721,Experiment Group,,,,,,0.02,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,56,,,,00
4721,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,57,,,,00
4721,Experiment Group,,,,,,0.95,交警在马路边提醒行人要注意安全。,900029,58,,,,02
4721,Experiment Group,,15,,,short,0.45,主持人想知道谁抱怨政府官员批评了总统候选人。,215041,59,抱怨,arg,,04
4721,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,60,,,,00
4721,Experiment Group,,,,,,0.9,数学老师指导中学生们如何解决问题。,900031,61,,,,03
4721,Experiment Group,,,,,,0.01,队员们自己的优势向隐瞒对手。,900012,62,,,,01
4721,Experiment Group,,23,,,long,0.26,园丁想知道水管工接受焊工训斥了谁。,223062,63,接受,arg,,06
4721,Experiment Group,,9,,,long,0.14,将军想知道间谍保证士兵为什么跟踪了总统。,109072,64,保证,adj,,07
4774,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4774,Experiment Group,,,practice_bad,practice_bad,,0,,,0,,,0,
4774,Experiment Group,,24,,,long,0.75,仓库管理员想知道采购员说保险代理人挖苦了谁。,224142,1,说,arg,,14
4774,Experiment Group,,16,,,long,0,大学生想知道记者否认音乐老师夸赞了谁。,216032,2,否认,arg,,03
4774,Experiment Group,,,,,,0.91,运动员的姐姐向老师请教了一个问题。,900026,3,,,,02
4774,Experiment Group,,,,,,0,队员们自己的优势向隐瞒对手。,900012,4,,,,01
4774,Experiment Group,,,,,,0.83,教授认识修了桌子的工人。,900020,5,,,,02
4774,Experiment Group,,30,,,short,0.76,舞蹈老师想知道实习生为什么说歌手赞美了剧作家。,130141,6,说,adj,,14
4774,Experiment Group,,9,,,long,0,将军想知道间谍接受士兵跟踪了谁。,209062,7,接受,arg,,06
4774,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,8,,,,00
4774,Experiment Group,,28,,,long,0.79,丞相想知道皇上认为将军威胁了谁。,228122,9,认为,arg,,12
4774,Experiment Group,,,,,,0.82,村长不想见买了卡车的村民。,900022,10,,,,02
4774,Experiment Group,,32,,,long,0,助手想知道军官抱怨老师为什么出卖了水手。,132042,11,抱怨,adj,,04
4774,Experiment Group,,26,,,short,0.92,制片人想知道健身教练为什么认为化妆师监视了调酒师。,126121,12,认为,adj,,12
4774,Experiment Group,,,,,,0.02,文艺评论家怀疑编辑可以偷懒教授。,900015,13,,,,01
4774,Experiment Group,,,,,,0.01,领导自己的烦恼向倾诉朋友。,900009,14,,,,00
4774,Experiment Group,,15,,,long,0.17,主持人想知道学者重申政府官员批评了谁。,215102,15,重申,arg,,10
4774,Experiment Group,,10,,,short,0,导游想知道谁重申保安袭击了商贩。,210101,16,重申,arg,,10
4774,Experiment Group,,,,,,0.02,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,17,,,,00
4774,Experiment Group,,25,,,long,0,美容师想知道房东说营养师为什么吓唬了快餐店员。,125142,18,说,adj,,14
4774,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,900030,19,,,,03
4774,Experiment Group,,18,,,short,0,船长想知道建筑师为什么重申飞行员责备了经济学家。,118101,20,重申,adj,,10
4774,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,900029,21,,,,02
4774,Experiment Group,,6,,,short,0.85,检察官想知道教练员为什么否认音乐家开除了保镖。,106031,22,否认,adj,,03
4774,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,900023,23,,,,02
4774,Experiment Group,,,,,,1,装修师傅不想见到吃了汉堡的小女孩。,900024,24,,,,02
4774,Experiment Group,,1,,,long,0.8,老师想知道学生抱怨修理工打了谁。,201042,25,抱怨,arg,,04
4774,Experiment Group,,8,,,short,0.89,侦探想知道谁抱怨飞行员羞辱了卡车司机。,208041,26,抱怨,arg,,04
4774,Experiment Group,,,,,,1,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,27,,,,02
4774,Experiment Group,,5,,,long,0.73,市长想知道议员透露艺术家联系了谁。,205082,28,透露,arg,,08
4774,Experiment Group,,19,,,short,0.82,经理想知道谁保证和尚夸奖了乞丐。,219071,29,保证,arg,,07
4774,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,30,,,,00
4774,Experiment Group,,22,,,long,0.78,顾问想知道外交官重申生物学家为什么嘲讽了哲学家。,122102,31,重申,adj,,10
4774,Experiment Group,,,,,,0,农业专家相信天文学家可以退休物理学家。,900016,32,,,,01
4774,Experiment Group,,31,,,long,0,心理学家想知道大学生保证保姆为什么讨好了理发师。,131072,33,保证,adj,,07
4774,Experiment Group,,,,,,1,部长没见过吃了包子的大学生。,900021,34,,,,02
4774,Experiment Group,,27,,,short,0.39,法医想知道谁否认罪犯谋害了程序员。,227031,35,否认,arg,,03
4774,Experiment Group,,14,,,short,0.78,英语老师想知道工程师为什么抱怨中学生举报了店员。,114041,36,抱怨,adj,,04
4774,Experiment Group,,,,,,0,广告商邀请客户参加在西餐厅举办的宴会。,900028,37,,,,02
4774,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,900031,38,,,,03
4774,Experiment Group,,7,,,long,0,村长想知道农民认为电工为什么无视了领导。,107122,39,认为,adj,,12
4774,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,40,,,,00
4774,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,41,,,,00
4774,Experiment Group,,23,,,short,0.86,园丁想知道谁接受焊工训斥了清洁工。,223061,42,接受,arg,,06
4774,Experiment Group,,,,,,0,学生自己的问题向提出老师。,900010,43,,,,01
4774,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,44,,,,00
4774,Experiment Group,,21,,,long,0.69,省长想知道药剂师透露小报记者为什么采访了税务员。,121082,45,透露,adj,,08
4774,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,900018,46,,,,01
4774,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,900032,47,,,,03
4774,Experiment Group,,11,,,short,0.72,政客想知道医生为什么接受护士推倒了男孩。,111061,48,接受,adj,,06
4774,Experiment Group,,4,,,short,0.87,教授想知道工程师为什么保证秘书批评了运动员。,104071,49,保证,adj,,07
4774,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,900011,50,,,,01
4774,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,900027,51,,,,02
4774,Experiment Group,,12,,,short,0.81,包工头想知道和尚为什么透露播音员打伤了算命先生。,112081,52,透露,adj,,08
4774,Experiment Group,,,,,,0.76,魏老师看到了看了报告的研究生。,900019,53,,,,01
4774,Experiment Group,,,,,,0.18,国家领导人批准干部可以离职翻译官。,900014,54,,,,01
4774,Experiment Group,,13,,,short,0.87,服务员想知道谁认为演说家欺骗了建筑工人。,213121,55,认为,arg,,12
4774,Experiment Group,,,,,,0,基金管理员期待顾客可以成功历史学家。,900013,56,,,,01
4774,Experiment Group,,29,,,long,0.64,编辑想知道法务顾问接受杂技演员为什么抚养了小女孩。,129062,57,接受,adj,,06
4774,Experiment Group,,20,,,short,1,售货员想知道谁透露摄影师指责了心理医生。,220081,58,透露,arg,,08
4774,Experiment Group,,,,,,0,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,59,,,,00
4774,Experiment Group,,2,,,short,1,法官想知道谁说警察审问了学生。,202141,60,说,arg,,14
4774,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,900017,61,,,,01
4774,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,62,,,,00
4774,Experiment Group,,17,,,long,0.2,会计想知道演员否认编辑为什么邀请了神父。,117032,63,否认,adj,,03
4774,Experiment Group,,3,,,long,0.71,经理想知道厨师保证服务员接待了谁。,203072,64,保证,arg,,07
4709,Experiment Group,,,practice_good,practice_good,,0.99,,,0,,,0,
4709,Experiment Group,,,practice_bad,practice_bad,,0.05,,,0,,,0,
4709,Experiment Group,,,,,,0.03,农业专家相信天文学家可以退休物理学家。,900016,1,,,,01
4709,Experiment Group,,15,,,long,0.38,主持人想知道学者怀疑政府官员为什么批评了总统候选人。,115012,2,怀疑,adj,,01
4709,Experiment Group,,6,,,short,0.74,检察官想知道教练员为什么说音乐家开除了保镖。,106141,3,说,adj,,14
4709,Experiment Group,,,,,,0.96,顾问没注意到端着盘子的阿姨。,900023,4,,,,02
4709,Experiment Group,,17,,,long,0.65,会计想知道演员说编辑邀请了谁。,217142,5,说,arg,,14
4709,Experiment Group,,8,,,short,0.7,侦探想知道谁保证飞行员羞辱了卡车司机。,208071,6,保证,arg,,07
4709,Experiment Group,,,,,,0.9,广告商邀请客户参加在西餐厅举办的宴会。,900028,7,,,,02
4709,Experiment Group,,,,,,0.06,文艺评论家怀疑编辑可以偷懒教授。,900015,8,,,,01
4709,Experiment Group,,,,,,0.04,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,9,,,,00
4709,Experiment Group,,32,,,short,0.03,助手想知道军官为什么否认老师出卖了水手。,132031,10,否认,adj,,03
4709,Experiment Group,,,,,,0.93,冯阿姨瞧见了背着书包的中学生。,900017,11,,,,01
4709,Experiment Group,,,,,,0.04,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,12,,,,00
4709,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,900011,13,,,,01
4709,Experiment Group,,25,,,long,0.74,美容师想知道房东透露营养师吓唬了谁。,225082,14,透露,arg,,08
4709,Experiment Group,,,,,,0.97,外科医生鼓励病人多锻炼身体。,900027,15,,,,02
