"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"12746",4875,"Experiment Group",NA,28,"","","long",0.2,"丞相想知道皇上保证将军为什么威胁了大臣。",128072,6,"保证","adj",NA,7
"12751",4875,"Experiment Group",NA,11,"","","short",0.94,"政客想知道谁说护士推倒了男孩。",211141,11,"说","arg",NA,14
"12752",4875,"Experiment Group",NA,32,"","","short",0.54,"助手想知道谁重申老师出卖了水手。",232101,12,"重申","arg",NA,10
"12754",4875,"Experiment Group",NA,1,"","","long",0.01,"老师想知道学生接受修理工打了谁。",201062,14,"接受","arg",NA,6
"12757",4875,"Experiment Group",NA,19,"","","long",0.06,"经理想知道道士重申和尚为什么夸奖了乞丐。",119102,17,"重申","adj",NA,10
"12758",4875,"Experiment Group",NA,10,"","","long",0.18,"导游想知道外国人认为保安为什么袭击了商贩。",110122,18,"认为","adj",NA,12
"12760",4875,"Experiment Group",NA,17,"","","short",0.47,"会计想知道演员为什么认为编辑邀请了神父。",117121,20,"认为","adj",NA,12
"12761",4875,"Experiment Group",NA,21,"","","short",0.9,"省长想知道药剂师为什么抱怨小报记者采访了税务员。",121041,21,"抱怨","adj",NA,4
"12764",4875,"Experiment Group",NA,25,"","","short",0.91,"美容师想知道谁否认营养师吓唬了快餐店员。",225031,24,"否认","arg",NA,3
"12767",4875,"Experiment Group",NA,27,"","","short",0.89,"法医想知道谁抱怨罪犯谋害了程序员。",227041,27,"抱怨","arg",NA,4
"12769",4875,"Experiment Group",NA,2,"","","long",0.5,"法官想知道律师认为警察审问了谁。",202122,29,"认为","arg",NA,12
"12772",4875,"Experiment Group",NA,7,"","","long",0.5,"村长想知道农民接受电工为什么无视了领导。",107062,32,"接受","adj",NA,6
"12775",4875,"Experiment Group",NA,24,"","","long",0.47,"仓库管理员想知道采购员认同保险代理人挖苦了谁。",224112,35,"认同","arg",NA,11
"12776",4875,"Experiment Group",NA,16,"","","short",0.48,"大学生想知道谁接受音乐老师夸赞了歌手。",216061,36,"接受","arg",NA,6
"12779",4875,"Experiment Group",NA,26,"","","long",0.57,"制片人想知道健身教练否认化妆师为什么监视了调酒师。",126032,39,"否认","adj",NA,3
"12781",4875,"Experiment Group",NA,15,"","","long",0.33,"主持人想知道学者重申政府官员批评了谁。",215102,41,"重申","arg",NA,10
"12782",4875,"Experiment Group",NA,20,"","","long",0.48,"售货员想知道作曲家认同摄影师为什么指责了心理医生。",120112,42,"认同","adj",NA,11
"12784",4875,"Experiment Group",NA,29,"","","long",0.49,"编辑想知道法务顾问抱怨杂技演员为什么抚养了小女孩。",129042,44,"抱怨","adj",NA,4
"12786",4875,"Experiment Group",NA,22,"","","short",0.94,"顾问想知道外交官为什么说生物学家嘲讽了哲学家。",122141,46,"说","adj",NA,14
"12787",4875,"Experiment Group",NA,13,"","","long",0.88,"服务员想知道售票员抱怨演说家欺骗了谁。",213042,47,"抱怨","arg",NA,4
"12789",4875,"Experiment Group",NA,5,"","","short",0.99,"市长想知道议员为什么接受艺术家联系了毒枭。",105061,49,"接受","adj",NA,6
"12790",4875,"Experiment Group",NA,4,"","","long",0.48,"教授想知道工程师保证秘书批评了谁。",204072,50,"保证","arg",NA,7
"12793",4875,"Experiment Group",NA,30,"","","long",0.97,"舞蹈老师想知道实习生否认歌手赞美了谁。",230032,53,"否认","arg",NA,3
"12795",4875,"Experiment Group",NA,18,"","","long",0.55,"船长想知道建筑师说飞行员为什么责备了经济学家。",118142,55,"说","adj",NA,14
"12796",4875,"Experiment Group",NA,14,"","","long",0.98,"英语老师想知道工程师说中学生举报了谁。",214142,56,"说","arg",NA,14
"12798",4875,"Experiment Group",NA,9,"","","short",0.97,"将军想知道间谍为什么重申士兵跟踪了总统。",109101,58,"重申","adj",NA,10
"12799",4875,"Experiment Group",NA,6,"","","short",0.98,"检察官想知道教练员为什么认同音乐家开除了保镖。",106111,59,"认同","adj",NA,11
"12802",4875,"Experiment Group",NA,12,"","","short",0.98,"包工头想知道和尚为什么否认播音员打伤了算命先生。",112031,62,"否认","adj",NA,3
"12803",4875,"Experiment Group",NA,31,"","","short",0.51,"心理学家想知道谁认同保姆讨好了理发师。",231111,63,"认同","arg",NA,11
"12807",4885,"Experiment Group",NA,7,"","","short",0.21,"村长想知道谁接受电工无视了领导。",207061,1,"接受","arg",NA,6
"12808",4885,"Experiment Group",NA,14,"","","short",0.97,"英语老师想知道谁怀疑中学生举报了店员。",214011,2,"怀疑","arg",NA,1
"12810",4885,"Experiment Group",NA,17,"","","long",0.87,"会计想知道演员抱怨编辑为什么邀请了神父。",117042,4,"抱怨","adj",NA,4
"12811",4885,"Experiment Group",NA,19,"","","long",0.94,"经理想知道道士怀疑和尚夸奖了谁。",219012,5,"怀疑","arg",NA,1
"12813",4885,"Experiment Group",NA,18,"","","short",0.89,"船长想知道谁抱怨飞行员责备了经济学家。",218041,7,"抱怨","arg",NA,4
"12814",4885,"Experiment Group",NA,25,"","","long",0.74,"美容师想知道房东透露营养师为什么吓唬了快餐店员。",125082,8,"透露","adj",NA,8
"12817",4885,"Experiment Group",NA,4,"","","short",0.53,"教授想知道谁坚称秘书批评了运动员。",204021,11,"坚称","arg",NA,2
"12818",4885,"Experiment Group",NA,21,"","","long",0.51,"省长想知道药剂师否认小报记者采访了谁。",221032,12,"否认","arg",NA,3
"12820",4885,"Experiment Group",NA,6,"","","long",0.37,"检察官想知道教练员说音乐家开除了谁。",206142,14,"说","arg",NA,14
"12821",4885,"Experiment Group",NA,15,"","","long",0.38,"主持人想知道学者接受政府官员为什么批评了总统候选人。",115062,15,"接受","adj",NA,6
"12825",4885,"Experiment Group",NA,24,"","","short",0.99,"仓库管理员想知道采购员为什么否认保险代理人挖苦了模特。",124031,19,"否认","adj",NA,3
"12827",4885,"Experiment Group",NA,26,"","","short",0.99,"制片人想知道健身教练为什么怀疑化妆师监视了调酒师。",126011,21,"怀疑","adj",NA,1
"12828",4885,"Experiment Group",NA,9,"","","short",0.56,"将军想知道谁猜士兵跟踪了总统。",209131,22,"猜","arg",NA,13
"12830",4885,"Experiment Group",NA,20,"","","short",1,"售货员想知道作曲家为什么抱怨摄影师指责了心理医生。",120041,24,"抱怨","adj",NA,4
"12832",4885,"Experiment Group",NA,3,"","","long",0.67,"经理想知道厨师怀疑服务员为什么接待了乞丐。",103012,26,"怀疑","adj",NA,1
"12833",4885,"Experiment Group",NA,2,"","","long",0.96,"法官想知道律师透露警察审问了谁。",202082,27,"透露","arg",NA,8
"12835",4885,"Experiment Group",NA,10,"","","short",1,"导游想知道外国人为什么说保安袭击了商贩。",110141,29,"说","adj",NA,14
"12836",4885,"Experiment Group",NA,8,"","","short",0.98,"侦探想知道谁透露飞行员羞辱了卡车司机。",208081,30,"透露","arg",NA,8
"12839",4885,"Experiment Group",NA,16,"","","short",0.99,"大学生想知道谁说音乐老师夸赞了歌手。",216141,33,"说","arg",NA,14
"12844",4885,"Experiment Group",NA,11,"","","long",0.26,"政客想知道医生否认护士为什么推倒了男孩。",111032,38,"否认","adj",NA,3
"12848",4885,"Experiment Group",NA,28,"","","long",0.97,"丞相想知道皇上抱怨将军威胁了谁。",228042,42,"抱怨","arg",NA,4
"12852",4885,"Experiment Group",NA,23,"","","short",0.76,"园丁想知道水管工为什么接受焊工训斥了清洁工。",123061,46,"接受","adj",NA,6
"12853",4885,"Experiment Group",NA,30,"","","short",0.96,"舞蹈老师想知道谁否认歌手赞美了剧作家。",230031,47,"否认","arg",NA,3
"12858",4885,"Experiment Group",NA,31,"","","long",0.99,"心理学家想知道大学生猜保姆为什么讨好了理发师。",131132,52,"猜","adj",NA,13
"12859",4885,"Experiment Group",NA,32,"","","long",0.93,"助手想知道军官坚称老师为什么出卖了水手。",132022,53,"坚称","adj",NA,2
"12861",4885,"Experiment Group",NA,13,"","","long",0.97,"服务员想知道售票员坚称演说家欺骗了谁。",213022,55,"坚称","arg",NA,2
"12862",4885,"Experiment Group",NA,12,"","","long",1,"包工头想知道和尚接受播音员打伤了谁。",212062,56,"接受","arg",NA,6
"12864",4885,"Experiment Group",NA,27,"","","long",0.98,"法医想知道业务员猜罪犯谋害了谁。",227132,58,"猜","arg",NA,13
"12865",4885,"Experiment Group",NA,1,"","","short",0.99,"老师想知道学生为什么猜修理工打了快递员。",101131,59,"猜","adj",NA,13
"12867",4885,"Experiment Group",NA,5,"","","long",0.98,"市长想知道议员说艺术家为什么联系了毒枭。",105142,61,"说","adj",NA,14
"12869",4885,"Experiment Group",NA,29,"","","short",0.99,"编辑想知道法务顾问为什么透露杂技演员抚养了小女孩。",129081,63,"透露","adj",NA,8
"12870",4885,"Experiment Group",NA,22,"","","short",0.99,"顾问想知道外交官为什么坚称生物学家嘲讽了哲学家。",122021,64,"坚称","adj",NA,2
"12873",4902,"Experiment Group",NA,28,"","","short",0.27,"丞相想知道谁猜将军威胁了大臣。",228131,1,"猜","arg",NA,13
"12874",4902,"Experiment Group",NA,5,"","","short",0.49,"市长想知道议员为什么承认艺术家联系了毒枭。",105051,2,"承认","adj",NA,5
"12882",4902,"Experiment Group",NA,26,"","","short",0.48,"制片人想知道健身教练为什么透露化妆师监视了调酒师。",126081,10,"透露","adj",NA,8
"12883",4902,"Experiment Group",NA,21,"","","short",0.53,"省长想知道谁抱怨小报记者采访了税务员。",221041,11,"抱怨","arg",NA,4
"12885",4902,"Experiment Group",NA,11,"","","long",0.42,"政客想知道医生认为护士为什么推倒了男孩。",111122,13,"认为","adj",NA,12
"12887",4902,"Experiment Group",NA,6,"","","short",0.46,"检察官想知道教练员为什么抱怨音乐家开除了保镖。",106041,15,"抱怨","adj",NA,4
"12888",4902,"Experiment Group",NA,22,"","","long",0.28,"顾问想知道外交官猜生物学家嘲讽了谁。",222132,16,"猜","arg",NA,13
"12890",4902,"Experiment Group",NA,17,"","","short",0.52,"会计想知道谁认为编辑邀请了神父。",217121,18,"认为","arg",NA,12
"12894",4902,"Experiment Group",NA,30,"","","short",0.33,"舞蹈老师想知道实习生为什么证实歌手赞美了剧作家。",130091,22,"证实","adj",NA,9
"12895",4902,"Experiment Group",NA,1,"","","long",0.21,"老师想知道学生抱怨修理工为什么打了快递员。",101042,23,"抱怨","adj",NA,4
"12898",4902,"Experiment Group",NA,27,"","","short",0.5,"法医想知道谁坚称罪犯谋害了程序员。",227021,26,"坚称","arg",NA,2
"12899",4902,"Experiment Group",NA,32,"","","short",0.5,"助手想知道谁承认老师出卖了水手。",232051,27,"承认","arg",NA,5
"12901",4902,"Experiment Group",NA,10,"","","long",0.45,"导游想知道外国人坚称保安为什么袭击了商贩。",110022,29,"坚称","adj",NA,2
"12902",4902,"Experiment Group",NA,7,"","","long",0.46,"村长想知道农民保证电工为什么无视了领导。",107072,30,"保证","adj",NA,7
"12904",4902,"Experiment Group",NA,25,"","","short",0.32,"美容师想知道谁证实营养师吓唬了快餐店员。",225091,32,"证实","arg",NA,9
"12905",4902,"Experiment Group",NA,31,"","","long",0.32,"心理学家想知道大学生承认保姆为什么讨好了理发师。",131052,33,"承认","adj",NA,5
"12907",4902,"Experiment Group",NA,14,"","","long",0.29,"英语老师想知道工程师坚称中学生举报了谁。",214022,35,"坚称","arg",NA,2
"12909",4902,"Experiment Group",NA,13,"","","long",0.47,"服务员想知道售票员认为演说家欺骗了谁。",213122,37,"认为","arg",NA,12
"12911",4902,"Experiment Group",NA,8,"","","long",0.38,"侦探想知道售货员猜飞行员为什么羞辱了卡车司机。",108132,39,"猜","adj",NA,13
"12912",4902,"Experiment Group",NA,29,"","","short",0.51,"编辑想知道法务顾问为什么猜杂技演员抚养了小女孩。",129131,40,"猜","adj",NA,13
"12914",4902,"Experiment Group",NA,24,"","","long",0.88,"仓库管理员想知道采购员透露保险代理人挖苦了谁。",224082,42,"透露","arg",NA,8
"12915",4902,"Experiment Group",NA,9,"","","long",0.41,"将军想知道间谍证实士兵为什么跟踪了总统。",109092,43,"证实","adj",NA,9
"12918",4902,"Experiment Group",NA,4,"","","short",0.68,"教授想知道工程师为什么坚称秘书批评了运动员。",104021,46,"坚称","adj",NA,2
"12919",4902,"Experiment Group",NA,20,"","","long",0.4,"售货员想知道作曲家证实摄影师指责了谁。",220092,47,"证实","arg",NA,9
"12922",4902,"Experiment Group",NA,19,"","","short",0.55,"经理想知道谁透露和尚夸奖了乞丐。",219081,50,"透露","arg",NA,8
"12924",4902,"Experiment Group",NA,18,"","","long",0.57,"船长想知道建筑师承认飞行员责备了谁。",218052,52,"承认","arg",NA,5
"12925",4902,"Experiment Group",NA,16,"","","long",0.45,"大学生想知道记者透露音乐老师为什么夸赞了歌手。",116082,53,"透露","adj",NA,8
"12930",4902,"Experiment Group",NA,12,"","","short",0.6,"包工头想知道和尚为什么认为播音员打伤了算命先生。",112121,58,"认为","adj",NA,12
"12931",4902,"Experiment Group",NA,3,"","","long",0.59,"经理想知道厨师保证服务员接待了谁。",203072,59,"保证","arg",NA,7
"12933",4902,"Experiment Group",NA,23,"","","short",0.53,"园丁想知道谁保证焊工训斥了清洁工。",223071,61,"保证","arg",NA,7
"12935",4902,"Experiment Group",NA,15,"","","long",0.63,"主持人想知道学者抱怨政府官员批评了谁。",215042,63,"抱怨","arg",NA,4
"12936",4902,"Experiment Group",NA,2,"","","short",0.59,"法官想知道律师为什么保证警察审问了学生。",102071,64,"保证","adj",NA,7
"12942",4674,"Experiment Group",NA,29,"","","short",0.91,"编辑想知道法务顾问为什么说杂技演员抚养了小女孩。",129141,4,"说","adj",NA,14
"12944",4674,"Experiment Group",NA,6,"","","long",0.07,"检察官想知道教练员重申音乐家为什么开除了保镖。",106102,6,"重申","adj",NA,10
"12947",4674,"Experiment Group",NA,18,"","","long",0,"船长想知道建筑师猜飞行员为什么责备了经济学家。",118132,9,"猜","adj",NA,13
"12949",4674,"Experiment Group",NA,5,"","","long",1,"市长想知道议员猜艺术家联系了谁。",205132,11,"猜","arg",NA,13
"12951",4674,"Experiment Group",NA,28,"","","long",1,"丞相想知道皇上说将军威胁了谁。",228142,13,"说","arg",NA,14
"12952",4674,"Experiment Group",NA,13,"","","short",0,"服务员想知道谁重申演说家欺骗了建筑工人。",213101,14,"重申","arg",NA,10
"12954",4674,"Experiment Group",NA,11,"","","short",0.77,"政客想知道谁猜护士推倒了男孩。",211131,16,"猜","arg",NA,13
"12956",4674,"Experiment Group",NA,10,"","","long",0.71,"导游想知道外国人怀疑保安袭击了谁。",210012,18,"怀疑","arg",NA,1
"12957",4674,"Experiment Group",NA,4,"","","short",0.84,"教授想知道谁说秘书批评了运动员。",204141,19,"说","arg",NA,14
"12961",4674,"Experiment Group",NA,7,"","","short",0.04,"村长想知道农民为什么认同电工无视了领导。",107111,23,"认同","adj",NA,11
"12964",4674,"Experiment Group",NA,21,"","","short",0.66,"省长想知道药剂师为什么证实小报记者采访了税务员。",121091,26,"证实","adj",NA,9
"12965",4674,"Experiment Group",NA,31,"","","long",0.8,"心理学家想知道大学生证实保姆为什么讨好了理发师。",131092,27,"证实","adj",NA,9
"12967",4674,"Experiment Group",NA,20,"","","long",0.78,"售货员想知道作曲家说摄影师为什么指责了心理医生。",120142,29,"说","adj",NA,14
"12969",4674,"Experiment Group",NA,19,"","","short",0.17,"经理想知道谁抱怨和尚夸奖了乞丐。",219041,31,"抱怨","arg",NA,4
"12970",4674,"Experiment Group",NA,26,"","","long",0.18,"制片人想知道健身教练保证化妆师监视了谁。",226072,32,"保证","arg",NA,7
"12972",4674,"Experiment Group",NA,27,"","","long",0.94,"法医想知道业务员证实罪犯谋害了谁。",227092,34,"证实","arg",NA,9
"12974",4674,"Experiment Group",NA,23,"","","long",0.1,"园丁想知道水管工抱怨焊工训斥了谁。",223042,36,"抱怨","arg",NA,4
"12976",4674,"Experiment Group",NA,1,"","","long",0.05,"老师想知道学生保证修理工为什么打了快递员。",101072,38,"保证","adj",NA,7
"12978",4674,"Experiment Group",NA,14,"","","long",0.82,"英语老师想知道工程师认同中学生为什么举报了店员。",114112,40,"认同","adj",NA,11
"12979",4674,"Experiment Group",NA,9,"","","short",0.83,"将军想知道间谍为什么怀疑士兵跟踪了总统。",109011,41,"怀疑","adj",NA,1
"12981",4674,"Experiment Group",NA,25,"","","short",0.97,"美容师想知道谁认同营养师吓唬了快餐店员。",225111,43,"认同","arg",NA,11
"12985",4674,"Experiment Group",NA,15,"","","short",0.98,"主持人想知道谁怀疑政府官员批评了总统候选人。",215011,47,"怀疑","arg",NA,1
"12986",4674,"Experiment Group",NA,32,"","","short",0.08,"助手想知道谁保证老师出卖了水手。",232071,48,"保证","arg",NA,7
"12988",4674,"Experiment Group",NA,12,"","","short",0.03,"包工头想知道和尚为什么重申播音员打伤了算命先生。",112101,50,"重申","adj",NA,10
"12990",4674,"Experiment Group",NA,16,"","","long",0.94,"大学生想知道记者抱怨音乐老师为什么夸赞了歌手。",116042,52,"抱怨","adj",NA,4
"12991",4674,"Experiment Group",NA,24,"","","short",0.2,"仓库管理员想知道采购员为什么保证保险代理人挖苦了模特。",124071,53,"保证","adj",NA,7
"12993",4674,"Experiment Group",NA,8,"","","short",0.19,"侦探想知道谁证实飞行员羞辱了卡车司机。",208091,55,"证实","arg",NA,9
"12995",4674,"Experiment Group",NA,22,"","","long",0.02,"顾问想知道外交官认同生物学家嘲讽了谁。",222112,57,"认同","arg",NA,11
"12996",4674,"Experiment Group",NA,30,"","","short",0.96,"舞蹈老师想知道实习生为什么猜歌手赞美了剧作家。",130131,58,"猜","adj",NA,13
"12998",4674,"Experiment Group",NA,2,"","","long",0.99,"法官想知道律师怀疑警察为什么审问了学生。",102012,60,"怀疑","adj",NA,1
"12999",4674,"Experiment Group",NA,17,"","","long",0.22,"会计想知道演员重申编辑邀请了谁。",217102,61,"重申","arg",NA,10
"13001",4674,"Experiment Group",NA,3,"","","short",0.94,"经理想知道厨师为什么抱怨服务员接待了乞丐。",103041,63,"抱怨","adj",NA,4
"13007",4892,"Experiment Group",NA,9,"","","long",1,"将军想知道间谍说士兵为什么跟踪了总统。",109142,3,"说","adj",NA,14
"13008",4892,"Experiment Group",NA,3,"","","short",1,"经理想知道谁说服务员接待了乞丐。",203141,4,"说","arg",NA,14
"13012",4892,"Experiment Group",NA,19,"","","short",0.75,"经理想知道道士为什么透露和尚夸奖了乞丐。",119081,8,"透露","adj",NA,8
"13013",4892,"Experiment Group",NA,10,"","","short",0.4,"导游想知道谁怀疑保安袭击了商贩。",210011,9,"怀疑","arg",NA,1
"13015",4892,"Experiment Group",NA,31,"","","long",0.89,"心理学家想知道大学生猜保姆讨好了谁。",231132,11,"猜","arg",NA,13
"13017",4892,"Experiment Group",NA,6,"","","short",1,"检察官想知道教练员为什么怀疑音乐家开除了保镖。",106011,13,"怀疑","adj",NA,1
"13018",4892,"Experiment Group",NA,14,"","","long",1,"英语老师想知道工程师抱怨中学生为什么举报了店员。",114042,14,"抱怨","adj",NA,4
"13021",4892,"Experiment Group",NA,22,"","","short",1,"顾问想知道谁证实生物学家嘲讽了哲学家。",222091,17,"证实","arg",NA,9
"13023",4892,"Experiment Group",NA,20,"","","long",0.73,"售货员想知道作曲家证实摄影师为什么指责了心理医生。",120092,19,"证实","adj",NA,9
"13024",4892,"Experiment Group",NA,18,"","","short",0.91,"船长想知道建筑师为什么说飞行员责备了经济学家。",118141,20,"说","adj",NA,14
"13027",4892,"Experiment Group",NA,26,"","","long",1,"制片人想知道健身教练坚称化妆师监视了谁。",226022,23,"坚称","arg",NA,2
"13028",4892,"Experiment Group",NA,13,"","","long",0.43,"服务员想知道售票员坚称演说家为什么欺骗了建筑工人。",113022,24,"坚称","adj",NA,2
"13030",4892,"Experiment Group",NA,1,"","","long",0.89,"老师想知道学生透露修理工打了谁。",201082,26,"透露","arg",NA,8
"13031",4892,"Experiment Group",NA,21,"","","short",1,"省长想知道谁坚称小报记者采访了税务员。",221021,27,"坚称","arg",NA,2
"13035",4892,"Experiment Group",NA,32,"","","short",1,"助手想知道军官为什么抱怨老师出卖了水手。",132041,31,"抱怨","adj",NA,4
"13036",4892,"Experiment Group",NA,15,"","","long",0.5,"主持人想知道学者保证政府官员批评了谁。",215072,32,"保证","arg",NA,7
"13038",4892,"Experiment Group",NA,27,"","","short",1,"法医想知道业务员为什么猜罪犯谋害了程序员。",127131,34,"猜","adj",NA,13
"13039",4892,"Experiment Group",NA,12,"","","long",0.56,"包工头想知道和尚怀疑播音员打伤了谁。",212012,35,"怀疑","arg",NA,1
"13042",4892,"Experiment Group",NA,25,"","","long",1,"美容师想知道房东保证营养师为什么吓唬了快餐店员。",125072,38,"保证","adj",NA,7
"13044",4892,"Experiment Group",NA,23,"","","short",1,"园丁想知道水管工为什么坚称焊工训斥了清洁工。",123021,40,"坚称","adj",NA,2
"13046",4892,"Experiment Group",NA,4,"","","short",1,"教授想知道谁保证秘书批评了运动员。",204071,42,"保证","arg",NA,7
"13047",4892,"Experiment Group",NA,7,"","","long",1,"村长想知道农民证实电工无视了谁。",207092,43,"证实","arg",NA,9
"13050",4892,"Experiment Group",NA,16,"","","short",0.28,"大学生想知道谁猜音乐老师夸赞了歌手。",216131,46,"猜","arg",NA,13
"13052",4892,"Experiment Group",NA,2,"","","long",0.56,"法官想知道律师透露警察为什么审问了学生。",102082,48,"透露","adj",NA,8
"13054",4892,"Experiment Group",NA,17,"","","short",0.77,"会计想知道谁透露编辑邀请了神父。",217081,50,"透露","arg",NA,8
"13056",4892,"Experiment Group",NA,29,"","","short",1,"编辑想知道法务顾问为什么保证杂技演员抚养了小女孩。",129071,52,"保证","adj",NA,7
"13058",4892,"Experiment Group",NA,11,"","","short",1,"政客想知道医生为什么证实护士推倒了男孩。",111091,54,"证实","adj",NA,9
"13060",4892,"Experiment Group",NA,5,"","","long",1,"市长想知道议员说艺术家联系了谁。",205142,56,"说","arg",NA,14
"13061",4892,"Experiment Group",NA,28,"","","long",0.16,"丞相想知道皇上猜将军为什么威胁了大臣。",128132,57,"猜","adj",NA,13
"13064",4892,"Experiment Group",NA,24,"","","short",0.72,"仓库管理员想知道谁抱怨保险代理人挖苦了模特。",224041,60,"抱怨","arg",NA,4
"13065",4892,"Experiment Group",NA,8,"","","long",1,"侦探想知道售货员怀疑飞行员为什么羞辱了卡车司机。",108012,61,"怀疑","adj",NA,1
"13068",4892,"Experiment Group",NA,30,"","","long",0.82,"舞蹈老师想知道实习生抱怨歌手赞美了谁。",230042,64,"抱怨","arg",NA,4
"13073",4893,"Experiment Group",NA,23,"","","short",0.6,"园丁想知道水管工为什么证实焊工训斥了清洁工。",123091,3,"证实","adj",NA,9
"13076",4893,"Experiment Group",NA,2,"","","short",0.97,"法官想知道律师为什么坚称警察审问了学生。",102021,6,"坚称","adj",NA,2
"13078",4893,"Experiment Group",NA,4,"","","long",0.11,"教授想知道工程师透露秘书批评了谁。",204082,8,"透露","arg",NA,8
"13079",4893,"Experiment Group",NA,26,"","","short",0.98,"制片人想知道谁说化妆师监视了调酒师。",226141,9,"说","arg",NA,14
"13081",4893,"Experiment Group",NA,31,"","","short",0.97,"心理学家想知道谁抱怨保姆讨好了理发师。",231041,11,"抱怨","arg",NA,4
"13082",4893,"Experiment Group",NA,9,"","","long",0.2,"将军想知道间谍保证士兵跟踪了谁。",209072,12,"保证","arg",NA,7
"13084",4893,"Experiment Group",NA,16,"","","short",0.56,"大学生想知道记者为什么透露音乐老师夸赞了歌手。",116081,14,"透露","adj",NA,8
"13086",4893,"Experiment Group",NA,8,"","","long",0.01,"侦探想知道售货员猜飞行员羞辱了谁。",208132,16,"猜","arg",NA,13
"13087",4893,"Experiment Group",NA,3,"","","long",0.01,"经理想知道厨师证实服务员接待了谁。",203092,17,"证实","arg",NA,9
"13089",4893,"Experiment Group",NA,19,"","","short",0.05,"经理想知道道士为什么抱怨和尚夸奖了乞丐。",119041,19,"抱怨","adj",NA,4
"13090",4893,"Experiment Group",NA,28,"","","long",0.01,"丞相想知道皇上猜将军为什么威胁了大臣。",128132,20,"猜","adj",NA,13
"13095",4893,"Experiment Group",NA,7,"","","long",0.01,"村长想知道农民坚称电工为什么无视了领导。",107022,25,"坚称","adj",NA,2
"13096",4893,"Experiment Group",NA,11,"","","short",0.79,"政客想知道谁透露护士推倒了男孩。",211081,26,"透露","arg",NA,8
"13098",4893,"Experiment Group",NA,20,"","","short",0.03,"售货员想知道谁猜摄影师指责了心理医生。",220131,28,"猜","arg",NA,13
"13100",4893,"Experiment Group",NA,10,"","","long",0,"导游想知道外国人抱怨保安为什么袭击了商贩。",110042,30,"抱怨","adj",NA,4
"13101",4893,"Experiment Group",NA,24,"","","short",0.01,"仓库管理员想知道谁重申保险代理人挖苦了模特。",224101,31,"重申","arg",NA,10
"13103",4893,"Experiment Group",NA,32,"","","long",0.02,"助手想知道军官重申老师为什么出卖了水手。",132102,33,"重申","adj",NA,10
"13104",4893,"Experiment Group",NA,30,"","","long",0.03,"舞蹈老师想知道实习生重申歌手赞美了谁。",230102,34,"重申","arg",NA,10
"13106",4893,"Experiment Group",NA,25,"","","short",0.93,"美容师想知道房东为什么说营养师吓唬了快餐店员。",125141,36,"说","adj",NA,14
"13107",4893,"Experiment Group",NA,18,"","","short",0.02,"船长想知道谁保证飞行员责备了经济学家。",218071,37,"保证","arg",NA,7
"13111",4893,"Experiment Group",NA,1,"","","long",0.73,"老师想知道学生坚称修理工打了谁。",201022,41,"坚称","arg",NA,2
"13112",4893,"Experiment Group",NA,21,"","","short",0.68,"省长想知道药剂师为什么猜小报记者采访了税务员。",121131,42,"猜","adj",NA,13
"13117",4893,"Experiment Group",NA,12,"","","long",0.02,"包工头想知道和尚证实播音员为什么打伤了算命先生。",112092,47,"证实","adj",NA,9
"13118",4893,"Experiment Group",NA,27,"","","short",0.14,"法医想知道业务员为什么保证罪犯谋害了程序员。",127071,48,"保证","adj",NA,7
"13121",4893,"Experiment Group",NA,15,"","","short",0.94,"主持人想知道谁坚称政府官员批评了总统候选人。",215021,51,"坚称","arg",NA,2
"13122",4893,"Experiment Group",NA,14,"","","long",0.01,"英语老师想知道工程师透露中学生为什么举报了店员。",114082,52,"透露","adj",NA,8
"13124",4893,"Experiment Group",NA,17,"","","long",0.64,"会计想知道演员说编辑邀请了谁。",217142,54,"说","arg",NA,14
"13125",4893,"Experiment Group",NA,22,"","","long",0.01,"顾问想知道外交官保证生物学家为什么嘲讽了哲学家。",122072,55,"保证","adj",NA,7
"13127",4893,"Experiment Group",NA,13,"","","long",0.57,"服务员想知道售票员抱怨演说家欺骗了谁。",213042,57,"抱怨","arg",NA,4
"13129",4893,"Experiment Group",NA,29,"","","long",0.02,"编辑想知道法务顾问说杂技演员为什么抚养了小女孩。",129142,59,"说","adj",NA,14
"13131",4893,"Experiment Group",NA,5,"","","short",0.51,"市长想知道议员为什么重申艺术家联系了毒枭。",105101,61,"重申","adj",NA,10
"13132",4893,"Experiment Group",NA,6,"","","short",0.83,"检察官想知道谁证实音乐家开除了保镖。",206091,62,"证实","arg",NA,9
"13137",4806,"Experiment Group",NA,11,"","","long",0.28,"政客想知道医生否认护士为什么推倒了男孩。",111032,1,"否认","adj",NA,3
"13139",4806,"Experiment Group",NA,1,"","","long",0.55,"老师想知道学生怀疑修理工为什么打了快递员。",101012,3,"怀疑","adj",NA,1
"13141",4806,"Experiment Group",NA,9,"","","short",0.19,"将军想知道谁抱怨士兵跟踪了总统。",209041,5,"抱怨","arg",NA,4
"13143",4806,"Experiment Group",NA,29,"","","long",0.99,"编辑想知道法务顾问说杂技演员抚养了谁。",229142,7,"说","arg",NA,14
"13146",4806,"Experiment Group",NA,13,"","","short",0.69,"服务员想知道售票员为什么认同演说家欺骗了建筑工人。",113111,10,"认同","adj",NA,11
