workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,verb_id,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,error
4656,Experiment Group,,,,,,0.48,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,24,,,,
4656,Experiment Group,,4,,,long,0.72,教授想知道工程师喜欢秘书批评了谁。,07,204072,25,喜欢,arg,,
4656,Experiment Group,,10,,,long,0.71,导游想知道外国人认为保安为什么袭击了商贩。,13,110132,26,认为,adj,,
4656,Experiment Group,,,,,,0.65,交警在马路边提醒行人要注意安全。,02,900029,27,,,,
4656,Experiment Group,,,,,,0.9,运动员的姐姐向老师请教了一个问题。,02,900026,28,,,,
4656,Experiment Group,,9,,,long,0.37,将军想知道间谍记得士兵为什么跟踪了总统。,08,109082,29,记得,adj,,
4656,Experiment Group,,,,,,0.96,国家领导人批准干部可以离职翻译官。,01,900014,30,,,,
4656,Experiment Group,,3,,,long,0.35,经理想知道厨师喜欢服务员为什么接待了乞丐。,07,103072,31,喜欢,adj,,
4656,Experiment Group,,,,,,0.28,农业专家相信天文学家可以退休物理学家。,01,900016,32,,,,
4656,Experiment Group,,30,,,short,0.33,舞蹈老师想知道实习生为什么写下来歌手赞美了剧作家。,14,130141,33,写,adj,,
4656,Experiment Group,,,,,,0.46,基金管理员期待顾客可以成功历史学家。,01,900013,34,,,,
4656,Experiment Group,,24,,,short,0.86,仓库管理员想知道谁认为保险代理人挖苦了模特。,13,224131,35,认为,arg,,
4656,Experiment Group,,,,,,0.38,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,36,,,,
4656,Experiment Group,,,,,,0.67,助理自己的缺点向指出经理。,01,900011,37,,,,
4656,Experiment Group,,26,,,long,0.38,制片人想知道健身教练觉得化妆师监视了谁。,02,226022,38,觉得,arg,,
4656,Experiment Group,,,,,,0.88,学生自己的问题向提出老师。,01,900010,39,,,,
4656,Experiment Group,,14,,,short,0.28,英语老师想知道谁写下来中学生举报了店员。,14,214141,40,写,arg,,
4656,Experiment Group,,,,,,0.82,魏老师看到了看了报告的研究生。,01,900019,41,,,,
4656,Experiment Group,,,,,,0.18,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,42,,,,
4656,Experiment Group,,19,,,long,0.14,经理想知道道士写下来和尚为什么夸奖了乞丐。,14,119142,43,写,adj,,
4656,Experiment Group,,22,,,long,0.36,顾问想知道外交官写下来生物学家嘲讽了谁。,14,222142,44,写,arg,,
4656,Experiment Group,,,,,,0.47,领导自己的烦恼向倾诉朋友。,00,900009,45,,,,
4656,Experiment Group,,,,,,0.96,校长遇到了扛着箱子的维修员。,01,900018,46,,,,
4656,Experiment Group,,2,,,short,0.43,法官想知道谁怕警察审问了学生。,06,202061,47,怕,arg,,
4656,Experiment Group,,,,,,0.41,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,48,,,,
4656,Experiment Group,,29,,,short,0.32,编辑想知道法务顾问为什么记得杂技演员抚养了小女孩。,08,129081,49,记得,adj,,
4656,Experiment Group,,31,,,short,0.34,心理学家想知道谁觉得保姆讨好了理发师。,02,231021,50,觉得,arg,,
4656,Experiment Group,,,,,,0.35,装修师傅不想见到吃了汉堡的小女孩。,02,900024,51,,,,
4656,Experiment Group,,8,,,long,0.27,侦探想知道售货员记得飞行员羞辱了谁。,08,208082,52,记得,arg,,
4656,Experiment Group,,18,,,long,0.33,船长想知道建筑师觉得飞行员为什么责备了经济学家。,02,118022,53,觉得,adj,,
4656,Experiment Group,,,,,,0.22,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,54,,,,
4656,Experiment Group,,,,,,0.9,外科医生鼓励病人多锻炼身体。,02,900027,55,,,,
4656,Experiment Group,,1,,,long,0.67,老师想知道学生怕修理工为什么打了快递员。,06,101062,56,怕,adj,,
4656,Experiment Group,,,,,,0.29,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,57,,,,
4656,Experiment Group,,,,,,0.57,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,58,,,,
4656,Experiment Group,,,,,,0.33,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,59,,,,
4656,Experiment Group,,23,,,short,0.5,园丁想知道水管工为什么觉得焊工训斥了清洁工。,02,123021,60,觉得,adj,,
4656,Experiment Group,,6,,,long,0.41,检察官想知道教练员猜音乐家开除了谁。,09,206092,61,猜,arg,,
4656,Experiment Group,,,,,,0.67,队员们自己的优势向隐瞒对手。,01,900012,62,,,,
4656,Experiment Group,,17,,,long,0.54,会计想知道演员怕编辑邀请了谁。,06,217062,63,怕,arg,,
4656,Experiment Group,,25,,,short,0.34,美容师想知道谁猜营养师吓唬了快餐店员。,09,225091,64,猜,arg,,
4592,Experiment Group,,,practice_good,practice_good,,0.98,,,,0,,,0,
4592,Experiment Group,,,practice_bad,practice_bad,,0,,,,0,,,0,
4592,Experiment Group,,,,,,0.02,文艺评论家怀疑编辑可以偷懒教授。,01,900015,1,,,,
4592,Experiment Group,,9,,,long,0.07,将军想知道间谍觉得士兵跟踪了谁。,02,209022,2,觉得,arg,,
4592,Experiment Group,,25,,,long,0.38,美容师想知道房东害怕营养师吓唬了谁。,11,225112,3,害怕,arg,,
4592,Experiment Group,,,,,,0.99,外科医生鼓励病人多锻炼身体。,02,900027,4,,,,
4592,Experiment Group,,20,,,short,0.4,售货员想知道谁认为摄影师指责了心理医生。,13,220131,5,认为,arg,,
4592,Experiment Group,,,,,,0,学生自己的问题向提出老师。,01,900010,6,,,,
4592,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,7,,,,
4592,Experiment Group,,28,,,long,0.03,丞相想知道皇上喜欢将军为什么威胁了大臣。,07,128072,8,喜欢,adj,,
4592,Experiment Group,,,,,,0.45,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,9,,,,
4592,Experiment Group,,,,,,0.22,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,10,,,,
4592,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,11,,,,
4592,Experiment Group,,13,,,long,0.32,服务员想知道售票员想演说家欺骗了谁。,05,213052,12,想,arg,,
4592,Experiment Group,,24,,,long,0.63,仓库管理员想知道采购员说保险代理人为什么挖苦了模特。,01,124012,13,说,adj,,
4592,Experiment Group,,,,,,1,运动员的姐姐向老师请教了一个问题。,02,900026,14,,,,
4592,Experiment Group,,6,,,long,0.2,检察官想知道教练员想音乐家为什么开除了保镖。,05,106052,15,想,adj,,
4592,Experiment Group,,22,,,short,0.75,顾问想知道外交官为什么说明生物学家嘲讽了哲学家。,04,122041,16,说明,adj,,
4592,Experiment Group,,,,,,0.26,领导自己的烦恼向倾诉朋友。,00,900009,17,,,,
4592,Experiment Group,,3,,,long,0.99,经理想知道厨师说服务员接待了谁。,01,203012,18,说,arg,,
4592,Experiment Group,,2,,,short,0.99,法官想知道律师为什么认为警察审问了学生。,13,102131,19,认为,adj,,
4592,Experiment Group,,,,,,0.66,国家领导人批准干部可以离职翻译官。,01,900014,20,,,,
4592,Experiment Group,,,,,,0.98,部长没见过吃了包子的大学生。,02,900021,21,,,,
4592,Experiment Group,,11,,,short,0.2,政客想知道谁喜欢护士推倒了男孩。,07,211071,22,喜欢,arg,,
4592,Experiment Group,,12,,,short,0.75,包工头想知道和尚为什么想播音员打伤了算命先生。,05,112051,23,想,adj,,
4592,Experiment Group,,,,,,0.99,顾问没注意到端着盘子的阿姨。,02,900023,24,,,,
4592,Experiment Group,,7,,,short,0.5,村长想知道谁说明电工无视了领导。,04,207041,25,说明,arg,,
4592,Experiment Group,,5,,,long,0.16,市长想知道议员觉得艺术家为什么联系了毒枭。,02,105022,26,觉得,adj,,
4592,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,02,900029,27,,,,
4592,Experiment Group,,,,,,0.98,魏老师看到了看了报告的研究生。,01,900019,28,,,,
4592,Experiment Group,,30,,,long,0.23,舞蹈老师想知道实习生说明歌手赞美了谁。,04,230042,29,说明,arg,,
4592,Experiment Group,,,,,,0.98,装修师傅不想见到吃了汉堡的小女孩。,02,900024,30,,,,
4592,Experiment Group,,4,,,short,0.34,教授想知道工程师为什么觉得秘书批评了运动员。,02,104021,31,觉得,adj,,
4592,Experiment Group,,,,,,0.97,村长不想见买了卡车的村民。,02,900022,32,,,,
4592,Experiment Group,,,,,,0.96,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,33,,,,
4592,Experiment Group,,19,,,short,0.75,经理想知道道士为什么怕和尚夸奖了乞丐。,06,119061,34,怕,adj,,
4592,Experiment Group,,31,,,long,0.75,心理学家想知道大学生认为保姆讨好了谁。,13,231132,35,认为,arg,,
4592,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,02,900020,36,,,,
4592,Experiment Group,,32,,,long,0.75,助手想知道军官怕老师为什么出卖了水手。,06,132062,37,怕,adj,,
4592,Experiment Group,,15,,,short,0.98,主持人想知道学者为什么说政府官员批评了总统候选人。,01,115011,38,说,adj,,
4592,Experiment Group,,,,,,0.97,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,39,,,,
4592,Experiment Group,,,,,,0.98,教导主任鼓励学生们追求自己的梦想。,03,900030,40,,,,
4592,Experiment Group,,26,,,short,0.19,制片人想知道谁想化妆师监视了调酒师。,05,226051,41,想,arg,,
4592,Experiment Group,,,,,,0.06,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,42,,,,
4592,Experiment Group,,27,,,short,0.23,法医想知道谁觉得罪犯谋害了程序员。,02,227021,43,觉得,arg,,
4592,Experiment Group,,21,,,short,0.96,省长想知道谁害怕小报记者采访了税务员。,11,221111,44,害怕,arg,,
4592,Experiment Group,,,,,,0.28,队员们自己的优势向隐瞒对手。,01,900012,45,,,,
4592,Experiment Group,,,,,,0.01,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,46,,,,
4592,Experiment Group,,1,,,short,0.97,老师想知道谁说保安打了快递员。,01,201011,47,说,arg,,
4592,Experiment Group,,,,,,0.04,农业专家相信天文学家可以退休物理学家。,01,900016,48,,,,
4592,Experiment Group,,14,,,long,0,英语老师想知道工程师认为中学生为什么举报了店员。,13,114132,49,认为,adj,,
4592,Experiment Group,,17,,,long,0.04,会计想知道演员害怕编辑为什么邀请了神父。,11,117112,50,害怕,adj,,
4592,Experiment Group,,,,,,0.07,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,51,,,,
4592,Experiment Group,,10,,,short,0.19,导游想知道外国人为什么喜欢保安袭击了商贩。,07,110071,52,喜欢,adj,,
4592,Experiment Group,,,,,,0.97,数学老师指导中学生们如何解决问题。,03,900031,53,,,,
4592,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,01,900018,54,,,,
4592,Experiment Group,,23,,,short,0.56,园丁想知道谁怕焊工训斥了清洁工。,06,223061,55,怕,arg,,
4592,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,01,900017,56,,,,
4592,Experiment Group,,18,,,long,0.27,船长想知道建筑师说明飞行员为什么责备了经济学家。,04,118042,57,说明,adj,,
4592,Experiment Group,,,,,,0.01,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,58,,,,
4592,Experiment Group,,,,,,0.02,基金管理员期待顾客可以成功历史学家。,01,900013,59,,,,
4592,Experiment Group,,16,,,short,0.14,大学生想知道记者为什么害怕音乐老师夸赞了歌手。,11,116111,60,害怕,adj,,
4592,Experiment Group,,,,,,0.29,助理自己的缺点向指出经理。,01,900011,61,,,,
4592,Experiment Group,,8,,,long,0.32,侦探想知道售货员喜欢飞行员羞辱了谁。,07,208072,62,喜欢,arg,,
4592,Experiment Group,,29,,,long,0.37,编辑想知道法务顾问怕杂技演员抚养了谁。,06,229062,63,怕,arg,,
4592,Experiment Group,,,,,,0.03,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,64,,,,
4654,Experiment Group,,,practice_good,practice_good,,0.98,,,,0,,,0,
4654,Experiment Group,,,practice_bad,practice_bad,,0.01,,,,0,,,0,
4654,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,01,900018,1,,,,
4654,Experiment Group,,31,,,short,0.92,心理学家想知道谁记得保姆讨好了理发师。,08,231081,2,记得,arg,,
4654,Experiment Group,,13,,,short,0.69,服务员想知道谁说明演说家欺骗了建筑工人。,04,213041,3,说明,arg,,
4654,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,4,,,,
4654,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,5,,,,
4654,Experiment Group,,18,,,long,0.45,船长想知道建筑师感觉飞行员为什么责备了经济学家。,12,118122,6,感觉,adj,,
4654,Experiment Group,,,,,,0.01,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,7,,,,
4654,Experiment Group,,21,,,short,0.62,省长想知道药剂师为什么说小报记者采访了税务员。,01,121011,8,说,adj,,
4654,Experiment Group,,10,,,short,0.98,导游想知道外国人为什么记得保安袭击了商贩。,08,110081,9,记得,adj,,
4654,Experiment Group,,,,,,0.3,农业专家相信天文学家可以退休物理学家。,01,900016,10,,,,
4654,Experiment Group,,19,,,short,0.49,经理想知道谁感觉和尚夸奖了乞丐。,12,219121,11,感觉,arg,,
4654,Experiment Group,,29,,,short,0.97,编辑想知道谁假装杂技演员抚养了小女孩。,10,229101,12,假装,arg,,
4654,Experiment Group,,,,,,0.01,助理自己的缺点向指出经理。,01,900011,13,,,,
4654,Experiment Group,,1,,,short,0.9,老师想知道学生为什么感觉修理工打了快递员。,12,101121,14,感觉,adj,,
4654,Experiment Group,,32,,,long,0.52,助手想知道军官说明老师出卖了谁。,04,232042,15,说明,arg,,
4654,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,02,900020,16,,,,
4654,Experiment Group,,20,,,long,0.49,售货员想知道作曲家希望摄影师指责了谁。,03,220032,17,希望,arg,,
4654,Experiment Group,,15,,,long,0.47,主持人想知道学者假装政府官员为什么批评了总统候选人。,10,115102,18,假装,adj,,
4654,Experiment Group,,,,,,0.98,外科医生鼓励病人多锻炼身体。,02,900027,19,,,,
4654,Experiment Group,,11,,,long,0.63,政客想知道医生感觉护士推倒了谁。,12,211122,20,感觉,arg,,
4654,Experiment Group,,,,,,0.01,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,21,,,,
4654,Experiment Group,,,,,,0.01,队员们自己的优势向隐瞒对手。,01,900012,22,,,,
4654,Experiment Group,,27,,,short,0.98,法医想知道业务员为什么假装罪犯谋害了程序员。,10,127101,23,假装,adj,,
4654,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,02,900023,24,,,,
4654,Experiment Group,,,,,,0.22,基金管理员期待顾客可以成功历史学家。,01,900013,25,,,,
4654,Experiment Group,,17,,,long,0.6,会计想知道演员说编辑邀请了谁。,01,217012,26,说,arg,,
4654,Experiment Group,,,,,,0.98,教导主任鼓励学生们追求自己的梦想。,03,900030,27,,,,
4654,Experiment Group,,9,,,short,0.44,将军想知道谁喜欢士兵跟踪了总统。,07,209071,28,喜欢,arg,,
4654,Experiment Group,,,,,,0.21,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,29,,,,
4654,Experiment Group,,25,,,short,0.74,美容师想知道房东为什么希望营养师吓唬了快餐店员。,03,125031,30,希望,adj,,
4654,Experiment Group,,,,,,0.42,文艺评论家怀疑编辑可以偷懒教授。,01,900015,31,,,,
4654,Experiment Group,,23,,,long,0.29,园丁想知道水管工喜欢焊工训斥了谁。,07,223072,32,喜欢,arg,,
4654,Experiment Group,,,,,,0.97,魏老师看到了看了报告的研究生。,01,900019,33,,,,
4654,Experiment Group,,30,,,short,0.71,舞蹈老师想知道实习生为什么喜欢歌手赞美了剧作家。,07,130071,34,喜欢,adj,,
4654,Experiment Group,,,,,,0.43,国家领导人批准干部可以离职翻译官。,01,900014,35,,,,
4654,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,02,900024,36,,,,
4654,Experiment Group,,,,,,0.99,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,37,,,,
4654,Experiment Group,,,,,,0.99,冯阿姨瞧见了背着书包的中学生。,01,900017,38,,,,
4654,Experiment Group,,4,,,long,0.37,教授想知道工程师喜欢秘书为什么批评了运动员。,07,104072,39,喜欢,adj,,
4654,Experiment Group,,28,,,long,0.84,丞相想知道皇上认为将军威胁了谁。,13,228132,40,认为,arg,,
4654,Experiment Group,,,,,,0.08,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,41,,,,
4654,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,42,,,,
4654,Experiment Group,,3,,,short,0.94,经理想知道厨师为什么认为服务员接待了乞丐。,13,103131,43,认为,adj,,
4654,Experiment Group,,5,,,short,0.46,市长想知道谁希望艺术家联系了毒枭。,03,205031,44,希望,arg,,
4654,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,03,900031,45,,,,
4654,Experiment Group,,7,,,short,0.9,村长想知道谁认为电工无视了领导。,13,207131,46,认为,arg,,
4654,Experiment Group,,,,,,0.92,部长没见过吃了包子的大学生。,02,900021,47,,,,
4654,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,48,,,,
4654,Experiment Group,,26,,,long,0.26,制片人想知道健身教练希望化妆师为什么监视了调酒师。,03,126032,49,希望,adj,,
4654,Experiment Group,,8,,,long,0.44,侦探想知道售货员说飞行员为什么羞辱了卡车司机。,01,108012,50,说,adj,,
4654,Experiment Group,,,,,,0.99,运动员的姐姐向老师请教了一个问题。,02,900026,51,,,,
4654,Experiment Group,,6,,,short,0.39,检察官想知道教练员为什么说明音乐家开除了保镖。,04,106041,52,说明,adj,,
4654,Experiment Group,,24,,,short,0.77,仓库管理员想知道谁说保险代理人挖苦了模特。,01,224011,53,说,arg,,
4654,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,54,,,,
4654,Experiment Group,,,,,,0.99,交警在马路边提醒行人要注意安全。,02,900029,55,,,,
4654,Experiment Group,,16,,,long,0.44,大学生想知道记者记得音乐老师为什么夸赞了歌手。,08,116082,56,记得,adj,,
4654,Experiment Group,,22,,,long,0.42,顾问想知道外交官说明生物学家为什么嘲讽了哲学家。,04,122042,57,说明,adj,,
4654,Experiment Group,,,,,,0,学生自己的问题向提出老师。,01,900010,58,,,,
4654,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,02,900022,59,,,,
4654,Experiment Group,,14,,,long,0.56,英语老师想知道工程师记得中学生举报了谁。,08,214082,60,记得,arg,,
4654,Experiment Group,,,,,,0.04,领导自己的烦恼向倾诉朋友。,00,900009,61,,,,
4654,Experiment Group,,2,,,long,0.33,法官想知道律师认为警察为什么审问了学生。,13,102132,62,认为,adj,,
4654,Experiment Group,,,,,,0.96,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,63,,,,
4654,Experiment Group,,12,,,long,0.93,包工头想知道和尚假装播音员打伤了谁。,10,212102,64,假装,arg,,
4570,Experiment Group,,,practice_good,practice_good,,0.78,,,,0,,,0,
4570,Experiment Group,,,practice_bad,practice_bad,,0.1,,,,0,,,0,
4570,Experiment Group,,,,,,0.65,基金管理员期待顾客可以成功历史学家。,01,900013,1,,,,
4570,Experiment Group,,32,,,long,0.26,助手想知道军官认为老师为什么出卖了水手。,13,132132,2,认为,adj,,
4570,Experiment Group,,18,,,long,0.6,船长想知道建筑师感觉飞行员为什么责备了经济学家。,12,118122,3,感觉,adj,,
4570,Experiment Group,,,,,,0.72,外科医生鼓励病人多锻炼身体。,02,900027,4,,,,
4570,Experiment Group,,15,,,short,0.85,主持人想知道谁猜政府官员批评了总统候选人。,09,215091,5,猜,arg,,
4570,Experiment Group,,,,,,0.83,部长没见过吃了包子的大学生。,02,900021,6,,,,
4570,Experiment Group,,,,,,0.15,学生自己的问题向提出老师。,01,900010,7,,,,
4570,Experiment Group,,5,,,long,0.71,市长想知道议员记得艺术家联系了谁。,08,205082,8,记得,arg,,
4570,Experiment Group,,14,,,long,0.33,英语老师想知道工程师写下来中学生举报了谁。,14,214142,9,写,arg,,
4570,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,02,900029,10,,,,
4570,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,11,,,,
4570,Experiment Group,,8,,,short,0.29,侦探想知道售货员为什么想飞行员羞辱了卡车司机。,05,108051,12,想,adj,,
4570,Experiment Group,,20,,,short,0.68,售货员想知道作曲家为什么感觉摄影师指责了心理医生。,12,120121,13,感觉,adj,,
4570,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,01,900018,14,,,,
4570,Experiment Group,,11,,,long,0.22,政客想知道医生想护士为什么推倒了男孩。,05,111052,15,想,adj,,
4570,Experiment Group,,,,,,0.04,文艺评论家怀疑编辑可以偷懒教授。,01,900015,16,,,,
4570,Experiment Group,,,,,,0.05,农业专家相信天文学家可以退休物理学家。,01,900016,17,,,,
4570,Experiment Group,,,,,,0.78,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,18,,,,
4570,Experiment Group,,26,,,short,0.23,制片人想知道健身教练为什么猜化妆师监视了调酒师。,09,126091,19,猜,adj,,
4570,Experiment Group,,30,,,long,0.61,舞蹈老师想知道实习生记得歌手为什么赞美了剧作家。,08,130082,20,记得,adj,,
4570,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,01,900017,21,,,,
4570,Experiment Group,,17,,,short,0.83,会计想知道演员为什么记得编辑邀请了神父。,08,117081,22,记得,adj,,
4570,Experiment Group,,27,,,short,0.82,法医想知道业务员为什么写下来罪犯谋害了程序员。,14,127141,23,写,adj,,
4570,Experiment Group,,,,,,0.72,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,24,,,,
4570,Experiment Group,,,,,,0.81,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,25,,,,
4570,Experiment Group,,,,,,1,领导自己的烦恼向倾诉朋友。,00,900009,26,,,,
4570,Experiment Group,,28,,,long,0.9,丞相想知道皇上喜欢将军威胁了谁。,07,228072,27,喜欢,arg,,
4570,Experiment Group,,21,,,short,0.79,省长想知道谁喜欢小报记者采访了税务员。,07,221071,28,喜欢,arg,,
4570,Experiment Group,,,,,,0.64,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,29,,,,
4570,Experiment Group,,,,,,1,装修师傅不想见到吃了汉堡的小女孩。,02,900024,30,,,,
4570,Experiment Group,,24,,,short,0.69,仓库管理员想知道谁感觉保险代理人挖苦了模特。,12,224121,31,感觉,arg,,
4570,Experiment Group,,16,,,short,0.84,大学生想知道记者为什么希望音乐老师夸赞了歌手。,03,116031,32,希望,adj,,
4570,Experiment Group,,,,,,1,教授认识修了桌子的工人。,02,900020,33,,,,
4570,Experiment Group,,25,,,short,0.33,美容师想知道谁写下来营养师吓唬了快餐店员。,14,225141,34,写,arg,,
4570,Experiment Group,,10,,,short,0.79,导游想知道谁希望保安袭击了商贩。,03,210031,35,希望,arg,,
4570,Experiment Group,,,,,,0.81,顾问没注意到端着盘子的阿姨。,02,900023,36,,,,
4570,Experiment Group,,,,,,1,魏老师看到了看了报告的研究生。,01,900019,37,,,,
4570,Experiment Group,,1,,,long,1,老师想知道学生认为修理工打了谁。,13,201132,38,认为,arg,,
4570,Experiment Group,,,,,,0.25,助理自己的缺点向指出经理。,01,900011,39,,,,
4570,Experiment Group,,,,,,0.75,教导主任鼓励学生们追求自己的梦想。,03,900030,40,,,,
4570,Experiment Group,,4,,,long,0.11,教授想知道工程师写下来秘书为什么批评了运动员。,14,104142,41,写,adj,,
4570,Experiment Group,,2,,,long,0.82,法官想知道律师猜警察为什么审问了学生。,09,102092,42,猜,adj,,
4570,Experiment Group,,,,,,0.83,村长不想见买了卡车的村民。,02,900022,43,,,,
4570,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,44,,,,
4570,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,45,,,,
4570,Experiment Group,,,,,,0.14,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,46,,,,
4570,Experiment Group,,19,,,short,0.64,经理想知道道士为什么认为和尚夸奖了乞丐。,13,119131,47,认为,adj,,
4570,Experiment Group,,,,,,0.72,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,48,,,,
4570,Experiment Group,,23,,,short,0.88,园丁想知道谁记得焊工训斥了清洁工。,08,223081,49,记得,arg,,
4570,Experiment Group,,29,,,short,0.85,编辑想知道法务顾问为什么喜欢杂技演员抚养了小女孩。,07,129071,50,喜欢,adj,,
4570,Experiment Group,,,,,,1,国家领导人批准干部可以离职翻译官。,01,900014,51,,,,
4570,Experiment Group,,12,,,long,0.13,包工头想知道和尚想播音员打伤了谁。,05,212052,52,想,arg,,
4570,Experiment Group,,,,,,0.82,运动员的姐姐向老师请教了一个问题。,02,900026,53,,,,
4570,Experiment Group,,7,,,long,1,村长想知道农民希望电工为什么无视了领导。,03,107032,54,希望,adj,,
4570,Experiment Group,,22,,,long,1,顾问想知道外交官猜生物学家嘲讽了谁。,09,222092,55,猜,arg,,
4570,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,03,900031,56,,,,
4570,Experiment Group,,3,,,long,1,经理想知道厨师喜欢服务员为什么接待了乞丐。,07,103072,57,喜欢,adj,,
4570,Experiment Group,,,,,,1,队员们自己的优势向隐瞒对手。,01,900012,58,,,,
4570,Experiment Group,,31,,,long,1,心理学家想知道大学生希望保姆讨好了谁。,03,231032,59,希望,arg,,
4570,Experiment Group,,,,,,0.17,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,60,,,,
4570,Experiment Group,,13,,,short,0.57,服务员想知道谁认为演说家欺骗了建筑工人。,13,213131,61,认为,arg,,
4570,Experiment Group,,9,,,long,1,将军想知道间谍感觉士兵跟踪了谁。,12,209122,62,感觉,arg,,
4570,Experiment Group,,,,,,0.81,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,63,,,,
4570,Experiment Group,,6,,,short,0.71,检察官想知道谁想音乐家开除了保镖。,05,206051,64,想,arg,,
4431,Experiment Group,,,practice_good,practice_good,,0.98,,,,0,,,0,
4431,Experiment Group,,,practice_bad,practice_bad,,0.02,,,,0,,,0,
4431,Experiment Group,,24,,,long,0.03,仓库管理员想知道采购员喜欢保险代理人挖苦了谁。,07,224072,1,喜欢,arg,,
4431,Experiment Group,,28,,,short,0.79,丞相想知道皇上为什么喜欢将军威胁了大臣。,07,128071,2,喜欢,adj,,
4431,Experiment Group,,,,,,0.19,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,3,,,,
4431,Experiment Group,,5,,,short,0.35,市长想知道议员为什么认为艺术家联系了毒枭。,13,105131,4,认为,adj,,
4431,Experiment Group,,,,,,0.02,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,5,,,,
4431,Experiment Group,,12,,,long,0.89,包工头想知道和尚记得播音员打伤了谁。,08,212082,6,记得,arg,,
4431,Experiment Group,,,,,,0.78,基金管理员期待顾客可以成功历史学家。,01,900013,7,,,,
4431,Experiment Group,,,,,,0.98,外科医生鼓励病人多锻炼身体。,02,900027,8,,,,
4431,Experiment Group,,,,,,0.25,文艺评论家怀疑编辑可以偷懒教授。,01,900015,9,,,,
